Local time,Open,High,Low,Close,Volume
04.12.2009 08:00:00.000 GMT+0800,1.65545,1.66705,1.64220,1.64692,237692.125
05.12.2009 08:00:00.000 GMT+0800,1.64692,1.64692,1.64692,1.64692,0
06.12.2009 08:00:00.000 GMT+0800,1.64623,1.64797,1.64208,1.64705,21120.5703
07.12.2009 08:00:00.000 GMT+0800,1.64715,1.65155,1.63125,1.64615,258457.375
08.12.2009 08:00:00.000 GMT+0800,1.64615,1.64760,1.62220,1.62410,312047.375
09.12.2009 08:00:00.000 GMT+0800,1.62410,1.63755,1.61665,1.62795,240770.9219
10.12.2009 08:00:00.000 GMT+0800,1.62785,1.63465,1.62145,1.62750,183228.7031
11.12.2009 08:00:00.000 GMT+0800,1.62750,1.63385,1.61960,1.62575,190094.9375
12.12.2009 08:00:00.000 GMT+0800,1.62575,1.62575,1.62575,1.62575,0
13.12.2009 08:00:00.000 GMT+0800,1.62580,1.62618,1.62045,1.62260,43070.1016
14.12.2009 08:00:00.000 GMT+0800,1.62265,1.63250,1.61895,1.63110,200229.3125
15.12.2009 08:00:00.000 GMT+0800,1.63105,1.63190,1.62050,1.62660,212335.4063
16.12.2009 08:00:00.000 GMT+0800,1.62645,1.64110,1.62310,1.63255,204471.3281
17.12.2009 08:00:00.000 GMT+0800,1.63250,1.63330,1.60790,1.61600,239519.5156
18.12.2009 08:00:00.000 GMT+0800,1.61595,1.62500,1.60510,1.61375,209091.9844
19.12.2009 08:00:00.000 GMT+0800,1.61375,1.61375,1.61375,1.61375,0
20.12.2009 08:00:00.000 GMT+0800,1.61590,1.61593,1.61065,1.61275,11227.2695
21.12.2009 08:00:00.000 GMT+0800,1.61275,1.61645,1.60295,1.60540,174019.7969
22.12.2009 08:00:00.000 GMT+0800,1.60530,1.60995,1.59210,1.59690,176645.9375
23.12.2009 08:00:00.000 GMT+0800,1.59700,1.59945,1.59235,1.59630,151160.5938
24.12.2009 08:00:00.000 GMT+0800,1.59635,1.60225,1.59275,1.59659,70957.5938
25.12.2009 08:00:00.000 GMT+0800,1.59668,1.59890,1.59417,1.59620,173268.6563
26.12.2009 08:00:00.000 GMT+0800,1.59620,1.59620,1.59620,1.59620,0
27.12.2009 08:00:00.000 GMT+0800,1.59610,1.59895,1.59380,1.59475,6634.7002
28.12.2009 08:00:00.000 GMT+0800,1.59475,1.60150,1.59310,1.59980,79230.3594
29.12.2009 08:00:00.000 GMT+0800,1.59985,1.60675,1.58665,1.59010,172779
30.12.2009 08:00:00.000 GMT+0800,1.59005,1.60945,1.58315,1.60735,141892.5
31.12.2009 08:00:00.000 GMT+0800,1.60735,1.62360,1.60490,1.61669,80299.6484
01.01.2010 08:00:00.000 GMT+0800,1.61669,1.61696,1.61487,1.61667,164116
02.01.2010 08:00:00.000 GMT+0800,1.61667,1.61667,1.61667,1.61667,0
03.01.2010 08:00:00.000 GMT+0800,1.61667,1.61678,1.60993,1.61375,15253.8496
04.01.2010 08:00:00.000 GMT+0800,1.61370,1.62415,1.60575,1.61125,202723.6875
05.01.2010 08:00:00.000 GMT+0800,1.61125,1.61530,1.59650,1.59885,214131.2656
06.01.2010 08:00:00.000 GMT+0800,1.59885,1.60635,1.59370,1.60205,238243.3438
07.01.2010 08:00:00.000 GMT+0800,1.60200,1.60585,1.58960,1.59320,212506.625
08.01.2010 08:00:00.000 GMT+0800,1.59320,1.61100,1.59150,1.60162,207586.0156
09.01.2010 08:00:00.000 GMT+0800,1.60162,1.60162,1.60162,1.60162,0
10.01.2010 08:00:00.000 GMT+0800,1.60200,1.60970,1.60135,1.60870,29126.8008
11.01.2010 08:00:00.000 GMT+0800,1.60855,1.61935,1.60630,1.61100,248971.4063
12.01.2010 08:00:00.000 GMT+0800,1.61100,1.61945,1.60615,1.61495,223457.8906
13.01.2010 08:00:00.000 GMT+0800,1.61510,1.63070,1.61365,1.62820,265826.9375
14.01.2010 08:00:00.000 GMT+0800,1.62805,1.63465,1.62495,1.63330,220753.9063
15.01.2010 08:00:00.000 GMT+0800,1.63330,1.63545,1.62100,1.62603,209433.0469
16.01.2010 08:00:00.000 GMT+0800,1.62603,1.62603,1.62603,1.62603,0
17.01.2010 08:00:00.000 GMT+0800,1.62612,1.62885,1.62316,1.62875,19445.7793
18.01.2010 08:00:00.000 GMT+0800,1.62875,1.63770,1.62495,1.63505,154731.4063
19.01.2010 08:00:00.000 GMT+0800,1.63500,1.64575,1.63115,1.63575,239918.9531
20.01.2010 08:00:00.000 GMT+0800,1.63575,1.63700,1.62430,1.63005,220539.4375
21.01.2010 08:00:00.000 GMT+0800,1.63000,1.63115,1.61245,1.61980,241280.9844
22.01.2010 08:00:00.000 GMT+0800,1.61980,1.62835,1.60770,1.61030,227699.2969
23.01.2010 08:00:00.000 GMT+0800,1.61030,1.61030,1.61030,1.61030,0
24.01.2010 08:00:00.000 GMT+0800,1.61117,1.61360,1.60861,1.61145,15803.3301
25.01.2010 08:00:00.000 GMT+0800,1.61135,1.62610,1.60945,1.62455,194534.6563
26.01.2010 08:00:00.000 GMT+0800,1.62455,1.62680,1.60930,1.61425,229438.7656
27.01.2010 08:00:00.000 GMT+0800,1.61420,1.62440,1.61065,1.61755,277980.2813
28.01.2010 08:00:00.000 GMT+0800,1.61755,1.62755,1.61120,1.61415,224959.9531
29.01.2010 08:00:00.000 GMT+0800,1.61410,1.61790,1.59770,1.59840,247524.1563
30.01.2010 08:00:00.000 GMT+0800,1.59840,1.59840,1.59840,1.59840,0
31.01.2010 08:00:00.000 GMT+0800,1.59966,1.59966,1.59355,1.59710,21229.2598
01.02.2010 08:00:00.000 GMT+0800,1.59715,1.59785,1.58505,1.59440,268922.125
02.02.2010 08:00:00.000 GMT+0800,1.59440,1.59950,1.59020,1.59885,265154.125
03.02.2010 08:00:00.000 GMT+0800,1.59885,1.60690,1.58760,1.59140,240956.2031
04.02.2010 08:00:00.000 GMT+0800,1.59130,1.59175,1.57300,1.57660,232986.0938
05.02.2010 08:00:00.000 GMT+0800,1.57660,1.57750,1.55580,1.56395,226003.5156
06.02.2010 08:00:00.000 GMT+0800,1.56395,1.56395,1.56395,1.56395,0
07.02.2010 08:00:00.000 GMT+0800,1.56365,1.56687,1.55780,1.55995,36843.6992
08.02.2010 08:00:00.000 GMT+0800,1.56005,1.56595,1.55335,1.55725,253678.8125
09.02.2010 08:00:00.000 GMT+0800,1.55715,1.57475,1.55610,1.56930,239591.0313
10.02.2010 08:00:00.000 GMT+0800,1.56925,1.57650,1.55715,1.56070,237438.7969
11.02.2010 08:00:00.000 GMT+0800,1.56070,1.57175,1.55590,1.56990,284424.2188
12.02.2010 08:00:00.000 GMT+0800,1.56990,1.57405,1.55800,1.56927,230024.0156
13.02.2010 08:00:00.000 GMT+0800,1.56927,1.56927,1.56927,1.56927,0
14.02.2010 08:00:00.000 GMT+0800,1.57040,1.57048,1.56435,1.56640,19766.0098
15.02.2010 08:00:00.000 GMT+0800,1.56655,1.57205,1.56120,1.56645,118645.6172
16.02.2010 08:00:00.000 GMT+0800,1.56635,1.57950,1.56270,1.57840,237595.7031
17.02.2010 08:00:00.000 GMT+0800,1.57840,1.58155,1.56653,1.56785,262543.7188
18.02.2010 08:00:00.000 GMT+0800,1.56785,1.56870,1.54040,1.54265,255742.5938
19.02.2010 08:00:00.000 GMT+0800,1.54285,1.54765,1.53505,1.54750,251737.9063
20.02.2010 08:00:00.000 GMT+0800,1.54750,1.54750,1.54750,1.54750,0
21.02.2010 08:00:00.000 GMT+0800,1.54713,1.54868,1.54305,1.54685,15668.1504
22.02.2010 08:00:00.000 GMT+0800,1.54690,1.55205,1.54475,1.55000,247339.125
23.02.2010 08:00:00.000 GMT+0800,1.54985,1.55750,1.53930,1.54425,334049.5
24.02.2010 08:00:00.000 GMT+0800,1.54430,1.54760,1.53855,1.54130,271709
25.02.2010 08:00:00.000 GMT+0800,1.54145,1.54220,1.51880,1.52385,253370.9844
26.02.2010 08:00:00.000 GMT+0800,1.52390,1.53165,1.51515,1.52363,241006.4688
27.02.2010 08:00:00.000 GMT+0800,1.52363,1.52363,1.52363,1.52363,0
28.02.2010 08:00:00.000 GMT+0800,1.52455,1.52465,1.51280,1.51795,40262.25
01.03.2010 08:00:00.000 GMT+0800,1.51795,1.52030,1.47805,1.49715,315565.7813
02.03.2010 08:00:00.000 GMT+0800,1.49715,1.50310,1.48540,1.50215,313225.4063
03.03.2010 08:00:00.000 GMT+0800,1.50220,1.51305,1.49755,1.51000,238727.3906
04.03.2010 08:00:00.000 GMT+0800,1.51005,1.51355,1.50055,1.50295,216771.5469
05.03.2010 08:00:00.000 GMT+0800,1.50295,1.51665,1.49920,1.51370,175378.7656
06.03.2010 08:00:00.000 GMT+0800,1.51370,1.51370,1.51370,1.51370,0
07.03.2010 08:00:00.000 GMT+0800,1.51297,1.51665,1.51119,1.51415,37190.5
08.03.2010 08:00:00.000 GMT+0800,1.51420,1.51960,1.50305,1.50415,286954.7813
09.03.2010 08:00:00.000 GMT+0800,1.50415,1.50430,1.49355,1.50125,267668.25
10.03.2010 08:00:00.000 GMT+0800,1.50120,1.50145,1.48725,1.49640,249280.8438
11.03.2010 08:00:00.000 GMT+0800,1.49645,1.50865,1.49450,1.50650,208146.4375
12.03.2010 08:00:00.000 GMT+0800,1.50650,1.52170,1.50260,1.51943,222371.3438
13.03.2010 08:00:00.000 GMT+0800,1.51943,1.51943,1.51943,1.51943,0
14.03.2010 08:00:00.000 GMT+0800,1.51913,1.52118,1.51564,1.51950,21329.75
15.03.2010 08:00:00.000 GMT+0800,1.51955,1.52070,1.50185,1.50475,271487.1563
16.03.2010 08:00:00.000 GMT+0800,1.50465,1.52595,1.49775,1.52340,309281.4375
17.03.2010 08:00:00.000 GMT+0800,1.52340,1.53815,1.52085,1.53130,326833.6563
18.03.2010 08:00:00.000 GMT+0800,1.53130,1.53275,1.52165,1.52495,233651.5469
19.03.2010 08:00:00.000 GMT+0800,1.52515,1.52545,1.49880,1.50120,224264.7656
20.03.2010 08:00:00.000 GMT+0800,1.50120,1.50120,1.50120,1.50120,0
21.03.2010 08:00:00.000 GMT+0800,1.50155,1.50295,1.49737,1.49925,24850.9004
22.03.2010 08:00:00.000 GMT+0800,1.49925,1.51100,1.49310,1.51095,243188.5625
23.03.2010 08:00:00.000 GMT+0800,1.51090,1.51120,1.49725,1.50200,254425.3594
24.03.2010 08:00:00.000 GMT+0800,1.50200,1.50355,1.48530,1.48960,246339.9375
