Local time,Open,High,Low,Close,Volume
06.01.2010 08:00:00.000 GMT+0800,0.91156,0.92166,0.90974,0.91992,51910.0391
07.01.2010 08:00:00.000 GMT+0800,0.91995,0.92661,0.91587,0.91760,44605.2695
08.01.2010 08:00:00.000 GMT+0800,0.91761,0.92536,0.91226,0.92371,53134.6094
09.01.2010 08:00:00.000 GMT+0800,0.92371,0.92371,0.92371,0.92371,0
10.01.2010 08:00:00.000 GMT+0800,0.92871,0.93079,0.92738,0.93032,2070.8401
11.01.2010 08:00:00.000 GMT+0800,0.93037,0.93247,0.92836,0.92938,33849.2695
12.01.2010 08:00:00.000 GMT+0800,0.92941,0.93056,0.91701,0.92029,58178.9219
13.01.2010 08:00:00.000 GMT+0800,0.92031,0.92671,0.91886,0.92377,57296.4805
14.01.2010 08:00:00.000 GMT+0800,0.92376,0.93296,0.92082,0.93108,39105.2109
15.01.2010 08:00:00.000 GMT+0800,0.93104,0.93131,0.92146,0.92356,49974.5586
16.01.2010 08:00:00.000 GMT+0800,0.92356,0.92356,0.92356,0.92356,0
17.01.2010 08:00:00.000 GMT+0800,0.92056,0.92234,0.92037,0.92200,1079.21
18.01.2010 08:00:00.000 GMT+0800,0.92206,0.92789,0.91741,0.92706,26495.4707
19.01.2010 08:00:00.000 GMT+0800,0.92711,0.92736,0.91749,0.92255,52443.9492
20.01.2010 08:00:00.000 GMT+0800,0.92261,0.92386,0.90718,0.91123,64618.9492
21.01.2010 08:00:00.000 GMT+0800,0.91126,0.91456,0.89916,0.90399,58634.0078
22.01.2010 08:00:00.000 GMT+0800,0.90394,0.90926,0.89819,0.90033,54235.7305
23.01.2010 08:00:00.000 GMT+0800,0.90033,0.90033,0.90033,0.90033,0
24.01.2010 08:00:00.000 GMT+0800,0.90311,0.90566,0.90119,0.90401,1848.09
25.01.2010 08:00:00.000 GMT+0800,0.90406,0.90926,0.90196,0.90467,48644.3711
26.01.2010 08:00:00.000 GMT+0800,0.90464,0.90836,0.89372,0.89982,70317.9375
27.01.2010 08:00:00.000 GMT+0800,0.89986,0.90451,0.89094,0.89565,83411.7891
28.01.2010 08:00:00.000 GMT+0800,0.89566,0.90476,0.89137,0.89358,70097.5156
29.01.2010 08:00:00.000 GMT+0800,0.89356,0.89619,0.88407,0.88414,81464.8672
30.01.2010 08:00:00.000 GMT+0800,0.88414,0.88414,0.88414,0.88414,0
31.01.2010 08:00:00.000 GMT+0800,0.88004,0.88716,0.87979,0.88602,2373.27
01.02.2010 08:00:00.000 GMT+0800,0.88596,0.89236,0.87877,0.89150,64414.3984
02.02.2010 08:00:00.000 GMT+0800,0.89149,0.89263,0.87800,0.88725,74504.6094
03.02.2010 08:00:00.000 GMT+0800,0.88722,0.89156,0.88046,0.88199,68281.4219
04.02.2010 08:00:00.000 GMT+0800,0.88194,0.88256,0.86066,0.86850,70305.5781
05.02.2010 08:00:00.000 GMT+0800,0.86848,0.87176,0.85776,0.86692,92131.4609
06.02.2010 08:00:00.000 GMT+0800,0.86692,0.86692,0.86692,0.86692,0
07.02.2010 08:00:00.000 GMT+0800,0.86721,0.86837,0.86507,0.86559,1779.67
08.02.2010 08:00:00.000 GMT+0800,0.86571,0.87086,0.86121,0.86317,65933.8906
09.02.2010 08:00:00.000 GMT+0800,0.86324,0.87968,0.86314,0.87728,75419.4922
10.02.2010 08:00:00.000 GMT+0800,0.87731,0.87921,0.87086,0.87686,79461.9219
11.02.2010 08:00:00.000 GMT+0800,0.87691,0.89204,0.87651,0.89006,71575.7578
12.02.2010 08:00:00.000 GMT+0800,0.89001,0.89139,0.87851,0.88726,75444.75
13.02.2010 08:00:00.000 GMT+0800,0.88726,0.88726,0.88726,0.88726,0
14.02.2010 08:00:00.000 GMT+0800,0.88825,0.88825,0.88626,0.88789,695.98
15.02.2010 08:00:00.000 GMT+0800,0.88796,0.89094,0.88484,0.88846,29974.5098
16.02.2010 08:00:00.000 GMT+0800,0.88841,0.90266,0.88761,0.90099,62261.3281
17.02.2010 08:00:00.000 GMT+0800,0.90101,0.90356,0.89636,0.89875,65719.0234
18.02.2010 08:00:00.000 GMT+0800,0.89870,0.90256,0.88874,0.88984,61809.1016
19.02.2010 08:00:00.000 GMT+0800,0.88979,0.89886,0.88776,0.89831,65458.6484
20.02.2010 08:00:00.000 GMT+0800,0.89831,0.89831,0.89831,0.89831,0
21.02.2010 08:00:00.000 GMT+0800,0.90031,0.90121,0.89858,0.90068,2215.7
22.02.2010 08:00:00.000 GMT+0800,0.90071,0.90236,0.89726,0.90038,48510.0703
23.02.2010 08:00:00.000 GMT+0800,0.90043,0.90705,0.88777,0.89254,65052.8984
24.02.2010 08:00:00.000 GMT+0800,0.89261,0.89499,0.88576,0.89425,46594.6797
25.02.2010 08:00:00.000 GMT+0800,0.89431,0.89513,0.88003,0.88672,73628.2109
26.02.2010 08:00:00.000 GMT+0800,0.88669,0.89787,0.88663,0.89606,74186.8438
27.02.2010 08:00:00.000 GMT+0800,0.89606,0.89606,0.89606,0.89606,0
28.02.2010 08:00:00.000 GMT+0800,0.89571,0.89906,0.89566,0.89864,2327.76
01.03.2010 08:00:00.000 GMT+0800,0.89877,0.90156,0.89347,0.89984,69604.5
02.03.2010 08:00:00.000 GMT+0800,0.89985,0.90586,0.89525,0.90455,76749.1719
