Local time,Open,High,Low,Close,Volume
22.01.2010 08:00:00.000 GMT+0800,90.435,90.565,89.700,89.810,668189
23.01.2010 08:00:00.000 GMT+0800,89.810,89.810,89.810,89.810,0
24.01.2010 08:00:00.000 GMT+0800,89.930,90.350,89.680,89.995,9959
25.01.2010 08:00:00.000 GMT+0800,89.995,90.465,89.810,90.400,523244
26.01.2010 08:00:00.000 GMT+0800,90.400,90.550,89.335,89.645,589199
27.01.2010 08:00:00.000 GMT+0800,89.640,90.080,89.135,89.965,554313
28.01.2010 08:00:00.000 GMT+0800,89.965,90.550,89.625,89.790,560526
29.01.2010 08:00:00.000 GMT+0800,89.790,90.920,89.585,90.030,496223
30.01.2010 08:00:00.000 GMT+0800,90.030,90.030,90.030,90.030,0
31.01.2010 08:00:00.000 GMT+0800,90.260,90.285,89.750,90.245,11789
01.02.2010 08:00:00.000 GMT+0800,90.240,90.945,89.990,90.770,377780
02.02.2010 08:00:00.000 GMT+0800,90.770,90.910,90.265,90.445,443240
03.02.2010 08:00:00.000 GMT+0800,90.445,91.275,90.075,90.850,504881
04.02.2010 08:00:00.000 GMT+0800,90.850,91.075,88.550,89.370,443423
05.02.2010 08:00:00.000 GMT+0800,89.375,89.885,88.815,89.190,469546
06.02.2010 08:00:00.000 GMT+0800,89.190,89.190,89.190,89.190,0
07.02.2010 08:00:00.000 GMT+0800,89.370,89.570,89.140,89.260,13098
08.02.2010 08:00:00.000 GMT+0800,89.260,89.560,89.145,89.225,456821
09.02.2010 08:00:00.000 GMT+0800,89.225,89.935,89.215,89.805,537435
10.02.2010 08:00:00.000 GMT+0800,89.805,90.060,89.235,89.915,485866
11.02.2010 08:00:00.000 GMT+0800,89.915,90.140,89.570,89.815,462434
12.02.2010 08:00:00.000 GMT+0800,89.815,90.420,89.590,89.930,347265
13.02.2010 08:00:00.000 GMT+0800,89.930,89.930,89.930,89.930,0
14.02.2010 08:00:00.000 GMT+0800,89.950,90.180,89.900,90.055,7161
15.02.2010 08:00:00.000 GMT+0800,90.055,90.230,89.910,90.055,228801
16.02.2010 08:00:00.000 GMT+0800,90.050,90.510,89.710,90.250,346942
17.02.2010 08:00:00.000 GMT+0800,90.250,91.375,90.145,91.075,446908
18.02.2010 08:00:00.000 GMT+0800,91.075,92.085,90.570,91.965,444066
19.02.2010 08:00:00.000 GMT+0800,91.965,92.145,91.250,91.250,412383
20.02.2010 08:00:00.000 GMT+0800,91.250,91.250,91.250,91.250,0
21.02.2010 08:00:00.000 GMT+0800,91.590,91.850,91.380,91.620,13321
22.02.2010 08:00:00.000 GMT+0800,91.625,91.900,91.020,91.260,381426
23.02.2010 08:00:00.000 GMT+0800,91.255,91.285,89.920,90.165,389811
24.02.2010 08:00:00.000 GMT+0800,90.165,90.360,89.760,90.285,342249
25.02.2010 08:00:00.000 GMT+0800,90.285,90.290,88.800,89.290,417704
26.02.2010 08:00:00.000 GMT+0800,89.280,89.500,88.740,88.770,336261
27.02.2010 08:00:00.000 GMT+0800,88.770,88.770,88.770,88.770,0
28.02.2010 08:00:00.000 GMT+0800,88.870,89.095,88.710,88.870,11498
01.03.2010 08:00:00.000 GMT+0800,88.865,89.475,88.810,89.175,362854
02.03.2010 08:00:00.000 GMT+0800,89.175,89.370,88.550,88.765,364200
03.03.2010 08:00:00.000 GMT+0800,88.765,88.990,88.320,88.595,381523
04.03.2010 08:00:00.000 GMT+0800,88.590,89.250,88.135,89.170,315349
05.03.2010 08:00:00.000 GMT+0800,89.170,90.585,89.150,89.930,304707
06.03.2010 08:00:00.000 GMT+0800,89.930,89.930,89.930,89.930,0
07.03.2010 08:00:00.000 GMT+0800,90.320,90.675,90.220,90.605,22155
08.03.2010 08:00:00.000 GMT+0800,90.605,90.655,90.150,90.300,441363
09.03.2010 08:00:00.000 GMT+0800,90.300,90.305,89.630,89.995,511347
10.03.2010 08:00:00.000 GMT+0800,89.995,90.820,89.935,90.490,432812
11.03.2010 08:00:00.000 GMT+0800,90.490,90.740,90.205,90.665,433203
12.03.2010 08:00:00.000 GMT+0800,90.665,91.085,90.165,90.480,440583
13.03.2010 08:00:00.000 GMT+0800,90.480,90.480,90.480,90.480,0
14.03.2010 08:00:00.000 GMT+0800,90.460,90.960,90.450,90.705,12346
15.03.2010 08:00:00.000 GMT+0800,90.705,90.800,90.260,90.330,383203
16.03.2010 08:00:00.000 GMT+0800,90.330,90.730,89.960,90.310,478649
17.03.2010 08:00:00.000 GMT+0800,90.310,90.710,90.030,90.415,503045
18.03.2010 08:00:00.000 GMT+0800,90.415,90.800,89.750,90.480,486698
19.03.2010 08:00:00.000 GMT+0800,90.480,90.715,90.330,90.540,355360
20.03.2010 08:00:00.000 GMT+0800,90.540,90.540,90.540,90.540,0
21.03.2010 08:00:00.000 GMT+0800,90.530,90.580,90.310,90.440,6397
22.03.2010 08:00:00.000 GMT+0800,90.440,90.770,89.830,90.320,358341
23.03.2010 08:00:00.000 GMT+0800,90.320,90.465,90.125,90.410,381948
24.03.2010 08:00:00.000 GMT+0800,90.410,92.400,90.380,92.015,492615
25.03.2010 08:00:00.000 GMT+0800,92.015,92.950,91.760,92.520,429644
26.03.2010 08:00:00.000 GMT+0800,92.520,92.890,92.300,92.520,357892
27.03.2010 08:00:00.000 GMT+0800,92.520,92.520,92.520,92.520,0
28.03.2010 08:00:00.000 GMT+0800,92.450,92.540,92.010,92.400,11263
29.03.2010 08:00:00.000 GMT+0800,92.400,92.780,92.350,92.415,470469
30.03.2010 08:00:00.000 GMT+0800,92.415,93.020,92.120,92.930,498560
31.03.2010 08:00:00.000 GMT+0800,92.930,93.640,92.805,93.520,545067
01.04.2010 08:00:00.000 GMT+0800,93.520,94.040,93.280,93.730,447200
02.04.2010 08:00:00.000 GMT+0800,93.730,94.690,93.555,94.600,199890
03.04.2010 08:00:00.000 GMT+0800,94.600,94.600,94.600,94.600,0
04.04.2010 08:00:00.000 GMT+0800,94.580,94.775,94.350,94.530,12577
05.04.2010 08:00:00.000 GMT+0800,94.515,94.590,94.080,94.280,249806
06.04.2010 08:00:00.000 GMT+0800,94.280,94.285,93.555,93.620,495911
07.04.2010 08:00:00.000 GMT+0800,93.620,94.265,93.145,93.200,516139
08.04.2010 08:00:00.000 GMT+0800,93.205,93.520,92.825,93.415,430837
09.04.2010 08:00:00.000 GMT+0800,93.415,93.780,93.105,93.180,390869
10.04.2010 08:00:00.000 GMT+0800,93.180,93.180,93.180,93.180,0
11.04.2010 08:00:00.000 GMT+0800,93.220,93.260,92.885,93.085,21706
12.04.2010 08:00:00.000 GMT+0800,93.080,93.605,93.045,93.200,516489
13.04.2010 08:00:00.000 GMT+0800,93.200,93.410,92.570,93.225,543402
14.04.2010 08:00:00.000 GMT+0800,93.225,93.725,92.825,93.300,551593
15.04.2010 08:00:00.000 GMT+0800,93.300,93.520,92.870,93.125,491322
16.04.2010 08:00:00.000 GMT+0800,93.125,93.125,91.895,92.160,486981
17.04.2010 08:00:00.000 GMT+0800,92.160,92.160,92.160,92.160,0
18.04.2010 08:00:00.000 GMT+0800,91.980,92.140,91.800,91.950,19683
19.04.2010 08:00:00.000 GMT+0800,91.950,92.530,91.595,92.475,564306
20.04.2010 08:00:00.000 GMT+0800,92.475,93.390,92.465,93.120,462158
21.04.2010 08:00:00.000 GMT+0800,93.120,93.440,92.930,93.000,494450
22.04.2010 08:00:00.000 GMT+0800,93.000,93.625,92.740,93.530,611423
23.04.2010 08:00:00.000 GMT+0800,93.530,94.320,93.310,93.960,458101
24.04.2010 08:00:00.000 GMT+0800,93.960,93.960,93.960,93.960,0
25.04.2010 08:00:00.000 GMT+0800,93.910,94.190,93.840,94.175,15274
26.04.2010 08:00:00.000 GMT+0800,94.175,94.355,93.810,93.870,445182
27.04.2010 08:00:00.000 GMT+0800,93.875,94.025,92.810,93.190,563884
28.04.2010 08:00:00.000 GMT+0800,93.190,94.315,92.990,94.000,601175
29.04.2010 08:00:00.000 GMT+0800,94.000,94.260,93.850,93.955,371937
